,AMC,SAM,TZP,CFZ,FEP,FOX,CAZ,CRO,CXM,ETP,IPM,MEM,CHL,FOS,AMK,GEN,TOB,CIP,LVX,NIT,MIN,TET,SXT,CTX,CZA,AZM,AMP,MXF,NOR,NAL,STR,AZI,XNL,SUL,DOX,KAN,COL
2015-507,S,I,S,R,R,S,R,R,R,S,S,S,S,S,S,S,S,S,S,S,I,R,S,,,R,,S,S,,,,,,,,I
2015-523,S,I,S,R,R,S,R,R,R,S,S,S,S,S,S,S,I,S,S,S,R,R,S,,,R,,S,S,,,,,,,,I
2015-94-1,I,R,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,S,,,,,,,,I
2016-106,S,R,S,R,R,S,S,R,R,S,S,S,R,S,S,R,R,S,S,I,R,R,S,,,R,,S,S,,,,,,,,I
2016-198,S,R,S,R,R,R,R,R,R,S,S,S,R,S,S,R,R,S,S,S,R,R,S,,,R,,S,S,,,,,,,,R
2016-292,S,I,S,R,R,R,R,R,R,S,S,S,R,R,S,R,R,S,S,S,R,R,S,,,R,,S,S,,,,,,,,R
2016-34,S,I,S,I,R,S,R,R,R,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,R,,S,S,,,,,,,,R
2016-42,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2016-87,S,R,S,R,R,S,S,R,R,S,S,S,R,R,S,R,R,S,S,R,R,R,S,,,R,,S,S,,,,,,,,I
2016-96,S,I,S,S,R,S,S,R,I,S,S,S,R,S,S,R,R,S,S,S,R,R,R,,,R,,S,S,,,,,,,,R
2017-11,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2017-266,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2017-364,I,I,S,S,S,S,S,S,S,S,R,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,I,,,,,,,,I
2017-681,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2017-683,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2017-698,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2017-71,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,S,,,,,,,,I
2018-143,S,R,S,R,R,S,R,R,R,S,S,S,R,S,S,R,R,R,S,R,S,R,R,,,R,,S,I,,,,,,,,I
2018-17,S,R,I,S,S,S,S,S,I,S,S,S,R,S,S,R,R,R,S,R,R,R,R,,,S,,S,R,,,,,,,,I
2018-191,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2018-213,S,R,S,R,R,S,R,R,R,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,R,,S,S,,,,,,,,I
2018-26,S,I,S,R,R,S,R,R,R,S,S,S,I,S,S,R,I,S,S,I,I,R,R,,,R,,S,S,,,,,,,,I
2018-278,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2018-337,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2018-46,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,R,S,R,R,,,S,,S,S,,,,,,,,I
2018-47,S,I,S,R,I,S,S,R,R,S,S,S,R,S,S,R,R,R,R,I,R,R,R,,,R,,R,I,,,,,,,,R
2018-60,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2018-608,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2018-617,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2018-896,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2018-90,S,R,S,R,R,S,I,R,R,S,S,S,R,S,S,R,I,R,R,S,R,R,R,,,R,,R,R,,,,,,,,I
2018-901,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2018-904,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2018-931,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2019-1079,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2019-253,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,R,R,S,,,S,,S,S,,,,,,,,I
2019-26,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2019-379,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2019-454,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2019-560,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2019-579,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,I,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2019-609,S,I,S,I,S,S,S,S,S,S,S,S,R,R,S,S,S,S,S,S,R,R,R,,,R,,S,S,,,,,,,,I
2019-656,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2019-664,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-675,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2019-678,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2019-697,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2019-876,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2019-934,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2019-951,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2019-952,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2020-380,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2020-592,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2014-397,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,R,S,S,S,R,R,R,,,S,,S,S,,,,,,,,R
2013-11,I,I,S,S,S,S,S,S,S,R,S,S,R,S,S,R,R,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2013-13,I,R,S,S,S,I,S,S,I,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,R,,,,,,,,R
2013-205,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2013-223,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,S,R,R,R,,,S,,S,R,,,,,,,,I
2013-224,S,R,S,I,S,S,S,S,I,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,I,,,,,,,,I
2013-235,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,R,R,R,R,,,S,,S,I,,,,,,,,I
2013-240,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2013-260,S,I,S,S,S,S,S,S,S,S,S,S,I,S,S,S,R,R,S,I,R,R,S,,,S,,S,I,,,,,,,,I
2013-264,I,R,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,S,R,R,R,,,S,,S,S,,,,,,,,R
2013-43,S,I,S,S,S,S,S,S,S,R,S,S,R,S,S,R,R,R,S,I,I,R,R,,,S,,S,I,,,,,,,,I
2013-56,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,I,R,R,,,S,,S,I,,,,,,,,I
2013-6,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,R,R,R,R,,,S,,S,S,,,,,,,,I
2013-60,S,I,S,S,S,S,S,S,I,S,S,S,R,S,S,R,R,R,S,I,I,R,R,,,S,,S,I,,,,,,,,I
2013-76,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2014-112,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2014-127,S,I,R,I,S,S,S,S,R,S,S,S,R,S,S,S,S,S,S,R,R,S,S,,,R,,S,S,,,,,,,,I
2014-136,S,S,R,I,S,S,I,S,R,S,S,S,R,S,S,I,I,R,S,S,R,S,S,,,R,,I,S,,,,,,,,I
2014-147,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,S,,,S,,S,S,,,,,,,,I
2014-161,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,R,R,R,R,,,S,,S,S,,,,,,,,I
2014-186,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,I,I,R,S,,,S,,S,S,,,,,,,,I
2014-19,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,R,R,R,R,,,S,,S,S,,,,,,,,I
2014-222,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,R,R,R,R,,,S,,S,S,,,,,,,,I
2014-226,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,I,,,,,,,,I
2014-251,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,S,S,R,,,S,,S,S,,,,,,,,I
2014-27,I,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,S,,,,,,,,I
2014-278,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,I,R,R,,,S,,S,S,,,,,,,,I
2014-293,I,R,I,I,S,S,S,S,I,S,S,S,R,S,S,S,S,R,R,R,R,R,S,,,S,,I,R,,,,,,,,I
2014-4,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2014-432,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,R,R,R,S,,,S,,S,S,,,,,,,,I
2014-7,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2014-77,S,I,S,S,S,S,S,S,I,S,S,S,I,S,S,S,R,R,S,R,R,R,S,,,S,,S,I,,,,,,,,I
2015-174,I,I,R,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,R,R,R,,,S,,S,S,,,,,,,,R
2015-216,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,S,,,,,,,,I
2015-226,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2015-287,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,S,,,,,,,,I
2015-298,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,I,,,,,,,,I
2015-337,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,S,,,,,,,,I
2015-347,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,S,,,,,,,,I
2015-351,S,I,S,R,R,S,I,R,R,S,S,S,S,S,S,S,S,S,S,S,R,R,S,,,R,,S,S,,,,,,,,I
2015-366,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,I,R,R,S,,,S,,S,S,,,,,,,,I
2015-413,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2015-457,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,S,,,,,,,,I
2015-46,S,I,S,R,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,R
2015-47,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,I,,,,,,,,I
2015-522,I,R,R,S,I,S,S,S,R,S,I,S,R,S,S,R,R,S,S,R,R,S,S,,,S,,S,S,,,,,,,,I
2015-536,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,S,,,,,,,,I
2015-61,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,R,R,R,R,,,S,,S,S,,,,,,,,I
2015-78,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,S,,,,,,,,I
2015-80,I,R,R,I,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,S,,,,,,,,I
2015-87,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,S,,,,,,,,I
2015-93,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,R,R,S,,,S,,S,S,,,,,,,,I
2016-108,I,R,S,S,S,S,S,S,I,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,S,,,,,,,,I
2016-111,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,S,,,,,,,,I
2016-112,S,R,S,I,S,S,S,S,I,R,S,S,R,S,S,R,R,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2016-156,S,S,S,S,S,S,S,S,I,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,R
2016-166,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2016-173,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2016-175,S,I,S,S,R,S,S,R,R,S,S,S,R,S,S,R,R,S,S,S,I,R,R,,,R,,S,S,,,,,,,,R
2016-178,S,R,S,S,R,S,S,R,R,S,S,S,S,S,S,S,S,S,S,S,I,R,S,,,R,,S,S,,,,,,,,I
2016-183,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,R
2016-281,S,I,S,R,I,S,R,R,R,S,S,S,R,S,S,S,I,S,S,S,R,R,S,,,R,,S,S,,,,,,,,I
2016-296,S,R,S,R,R,S,R,R,R,S,S,S,R,S,S,R,R,R,S,S,R,R,R,,,R,,S,S,,,,,,,,I
2016-360,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2016-4,S,S,S,I,R,R,R,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,R,,,R,,S,S,,,,,,,,R
2016-40,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,R
2016-408,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,S,R,R,R,,,S,,I,S,,,,,,,,I
2016-41,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,I,I,R,R,,,S,,S,S,,,,,,,,I
2016-412,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2016-43,I,R,S,I,S,I,S,S,S,S,S,S,R,S,S,R,R,R,R,I,R,R,R,,,S,,I,I,,,,,,,,I
2016-469,S,I,S,R,S,I,S,I,I,S,S,S,R,S,S,S,S,S,S,S,R,R,S,,,S,,S,S,,,,,,,,I
2016-470,S,I,S,S,S,S,S,I,S,S,S,S,R,S,S,R,R,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2016-503,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2016-513,S,I,S,R,R,I,R,R,R,S,S,S,R,S,S,R,R,S,S,S,R,R,R,,,R,,S,S,,,,,,,,R
2016-55,S,I,S,S,R,S,R,R,R,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,R,,S,S,,,,,,,,R
2016-63,S,I,S,I,R,S,S,R,R,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,R,,S,S,,,,,,,,I
2016-64,S,S,S,S,R,S,S,R,R,S,S,S,S,S,S,S,S,S,S,S,R,R,S,,,R,,S,S,,,,,,,,R
2016-68,S,I,S,I,R,I,S,R,R,S,S,S,R,S,S,R,R,S,S,S,R,R,R,,,R,,S,S,,,,,,,,I
2016-88,I,I,S,S,S,S,S,S,I,S,S,S,R,S,S,R,R,R,S,I,R,R,R,,,S,,S,I,,,,,,,,I
2017-10,R,R,S,R,S,R,R,R,R,S,I,S,R,S,S,S,I,S,S,S,R,R,R,,,R,,S,S,,,,,,,,I
2017-159,S,I,S,R,R,S,S,R,R,S,S,S,R,S,S,R,R,S,S,S,I,R,S,,,R,,S,S,,,,,,,,I
2017-329,S,I,S,I,S,S,S,S,I,S,S,S,R,S,S,R,R,S,S,S,R,R,S,,,S,,S,S,,,,,,,,I
2017-33,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2017-52,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,R,R,R,R,,,S,,S,S,,,,,,,,I
2017-544,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,R,R,S,,,S,,S,S,,,,,,,,I
2017-615,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,S,R,R,R,,,S,,R,S,,,,,,,,I
2017-625,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,S,R,R,R,,,S,,R,S,,,,,,,,I
2017-626,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,S,R,R,R,,,S,,R,S,,,,,,,,I
2017-627,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,S,R,R,R,,,S,,R,S,,,,,,,,I
2017-628,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,S,R,R,R,,,S,,R,S,,,,,,,,I
2017-631,S,I,S,R,R,S,R,S,R,S,S,S,S,S,S,I,I,S,S,S,R,R,S,,,R,,S,S,,,,,,,,I
2017-632,S,I,S,R,R,S,R,S,R,S,S,S,S,S,S,R,R,S,S,S,R,R,S,,,R,,S,S,,,,,,,,I
2017-673,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,R,R,R,R,,,S,,S,S,,,,,,,,I
2017-675,I,R,S,I,S,S,S,S,S,S,S,S,R,S,S,R,I,R,R,R,R,R,R,,,S,,R,R,,,,,,,,I
2017-682,S,I,S,R,R,S,R,S,R,S,S,S,S,S,S,S,S,S,S,S,I,R,S,,,R,,S,S,,,,,,,,I
2017-715,S,I,S,S,S,S,S,R,S,S,S,S,R,S,S,R,R,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2018-107,I,I,S,S,S,S,S,S,I,S,S,S,R,S,S,I,I,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2018-118,S,I,S,S,S,S,I,S,I,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,I,,S,S,,,,,,,,I
2018-13,S,I,S,S,S,S,S,S,I,S,S,S,R,S,S,I,I,S,S,S,I,R,R,,,I,,S,S,,,,,,,,I
2018-136,S,I,S,S,S,S,S,S,I,S,S,S,R,S,S,S,I,S,S,R,I,R,R,,,S,,S,I,,,,,,,,I
2018-15,I,I,S,S,S,S,S,S,S,S,S,S,R,S,S,I,I,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2018-154,S,I,S,S,S,S,I,S,I,S,S,S,R,S,S,R,R,R,S,S,S,R,R,,,I,,S,S,,,,,,,,I
2018-184,S,I,S,S,S,S,S,S,I,S,S,S,R,S,S,I,I,S,S,S,I,R,R,,,I,,S,S,,,,,,,,I
2018-185,I,I,S,S,S,S,S,S,I,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,I,,S,S,,,,,,,,I
2018-187,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,I,I,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2018-190,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,I,I,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2018-205,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2018-253,S,I,S,S,S,S,I,S,I,S,S,S,R,S,S,I,I,S,S,S,I,R,R,,,I,,S,S,,,,,,,,I
2018-257,S,S,S,S,S,S,S,S,S,S,S,S,R,S,S,I,I,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2018-31,S,I,S,S,S,S,S,R,S,S,S,S,R,S,S,R,I,S,S,S,S,R,R,,,S,,S,S,,,,,,,,I
2018-340,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,I,I,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2018-359,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,R,R,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2018-362,S,I,S,S,S,S,I,S,I,S,S,S,R,S,S,S,I,S,S,S,I,R,R,,,I,,S,S,,,,,,,,I
2018-412,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,I,I,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2018-464,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S,I,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2018-654,S,I,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2018-757,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2018-763,S,I,S,S,S,S,I,S,I,S,S,S,R,S,S,S,S,S,S,S,S,R,R,,,I,,S,S,,,,,,,,I
2018-894,I,I,S,I,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,S,S,R,S,,,S,,S,S,,,,,,,,I
2018-914,S,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,I,S,S,S,I,R,R,,,S,,S,I,,,,,,,,I
2018-919,I,I,I,S,S,I,S,S,I,S,S,S,R,S,S,R,I,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2018-927,S,I,S,S,S,S,I,S,I,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,I,,S,S,,,,,,,,I
2019-1057,I,R,S,S,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2019-108,S,I,S,R,R,S,R,R,R,S,S,S,R,S,S,S,I,S,S,S,R,R,S,,,R,,S,S,,,,,,,,I
2019-11,S,I,S,R,R,S,R,R,R,S,S,S,R,S,S,R,R,R,S,R,R,R,R,,,R,,S,I,,,,,,,,I
2019-12,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,R,R,R,R,,,S,,S,I,,,,,,,,I
2019-13,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,R,R,R,R,,,S,,S,I,,,,,,,,I
2019-130,S,I,S,I,S,S,S,S,R,S,S,S,R,S,S,S,R,S,S,S,I,R,R,,,I,,S,S,,,,,,,,I
2019-165,S,R,S,R,R,S,S,R,R,S,S,S,R,S,S,R,R,S,S,R,R,R,R,,,I,,S,S,,,,,,,,I
2019-186,S,I,S,S,S,S,S,S,R,S,S,S,R,S,S,S,I,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2019-193,S,S,R,R,R,S,R,R,R,S,R,S,R,R,S,R,R,S,S,R,R,R,R,,,R,,R,S,,,,,,,,I
2019-205,S,I,S,R,R,S,R,R,R,S,S,S,R,S,S,R,I,S,S,S,I,R,R,,,R,,R,S,,,,,,,,I
2019-228,I,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,I,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2019-262,S,I,S,S,S,S,S,S,S,S,S,S,R,S,S,R,R,R,S,R,R,R,S,,,S,,S,I,,,,,,,,I
2019-286,S,I,S,R,R,S,R,R,R,S,S,S,S,S,S,S,S,S,S,S,R,R,S,,,R,,S,S,,,,,,,,I
2019-302,S,R,S,R,I,S,S,R,R,S,S,S,R,S,S,R,R,S,S,S,R,R,R,,,R,,S,S,,,,,,,,I
2019-314,I,R,S,R,I,S,S,R,R,S,S,S,R,S,S,R,R,S,S,S,R,R,R,,,R,,S,S,,,,,,,,I
2019-32,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2019-332,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,R,R,S,,,S,,S,S,,,,,,,,I
2019-36,S,I,S,R,S,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
2019-385,S,I,S,R,R,S,R,R,R,S,S,S,R,S,S,S,S,S,S,S,R,R,S,,,R,,S,S,,,,,,,,I
2019-388,S,R,S,R,S,I,S,S,I,S,S,S,R,S,S,S,S,S,S,S,R,R,S,,,S,,S,S,,,,,,,,I
2019-389,S,I,S,R,R,S,R,R,R,S,S,S,R,S,S,S,S,S,S,S,R,R,S,,,R,,S,S,,,,,,,,I
2019-39,S,I,S,S,S,S,S,S,R,S,S,S,R,S,S,R,R,S,S,S,R,R,R,,,S,,S,S,,,,,,,,I
2019-4,S,I,S,R,R,S,R,R,R,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,R,,S,S,,,,,,,,I
2019-512,R,R,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,R,S,,,S,,S,S,,,,,,,,I
2019-57,S,I,S,I,S,S,S,S,R,S,S,S,R,S,S,S,S,S,S,S,I,R,R,,,S,,S,S,,,,,,,,I
